Case_Number,Offense_Code,Offense_Type,Arrest,Location,Officer_id,Officer_Name,Date
BO130653,4,Drug abuse,Yes,Boston,287,Kathy Fry,2001
BO215116,3,Homicide,Yes,Boston,264,Tamica Striegel,2003
BO251332,2,Vandalism,Yes,Boston,414,Ronald Bryant,2004
BO689742,2,Vandalism,Yes,Boston,264,Tamica Striegel,2002
BO718262,1,Larceny,Yes,Boston,287,Kathy Fry,2002
BO596509,1,Larceny,No,Boston,414,Ronald Bryant,2003
BO996054,2,Vandalism,Yes,Boston,799,Jennie Hampton,2003
BO917955,5,Assault,Yes,Boston,976,Tyler Stringer,2004
BO970678,3,Homicide,No,Boston,827,Timothy Iverson,2002
BO921627,5,Assault,Yes,Boston,827,Timothy Iverson,2001
BO153392,5,Assault,No,Boston,799,Jennie Hampton,2001
BO798924,2,Vandalism,Yes,Boston,976,Tyler Stringer,2001
BO263795,2,Vandalism,Yes,Boston,827,Timothy Iverson,2004
BO808463,5,Assault,No,Boston,287,Kathy Fry,2002
BO253779,1,Larceny,Yes,Boston,117,Alyssa Haycraft,2000
BO101103,2,Vandalism,Yes,Boston,264,Tamica Striegel,2003
BO450488,5,Assault,No,Boston,414,Ronald Bryant,2001
BO677907,2,Vandalism,No,Boston,820,Steven Hardeman,2003
BO393045,5,Assault,No,Boston,414,Ronald Bryant,2004
BO631168,1,Larceny,No,Boston,117,Alyssa Haycraft,2003
BO551112,1,Larceny,No,Boston,414,Ronald Bryant,2000
BO641346,5,Assault,Yes,Boston,799,Jennie Hampton,2001
BO187706,1,Larceny,Yes,Boston,799,Jennie Hampton,2004
BO431926,4,Drug abuse,No,Boston,414,Ronald Bryant,2001
BO667736,3,Homicide,Yes,Boston,827,Timothy Iverson,2003
BO237467,3,Homicide,No,Boston,264,Tamica Striegel,2000
BO518998,5,Assault,Yes,Boston,827,Timothy Iverson,2001
BO950687,2,Vandalism,No,Boston,820,Steven Hardeman,2002
BO852057,2,Vandalism,No,Boston,799,Jennie Hampton,2003
BO308189,5,Assault,No,Boston,117,Alyssa Haycraft,2001
BO990426,5,Assault,No,Boston,287,Kathy Fry,2003
BO974196,1,Larceny,Yes,Boston,117,Alyssa Haycraft,2000
BO843327,5,Assault,Yes,Boston,264,Tamica Striegel,2001
BO355283,1,Larceny,No,Boston,117,Alyssa Haycraft,2003
BO945153,5,Assault,No,Boston,414,Ronald Bryant,2001
BO434115,1,Larceny,Yes,Boston,414,Ronald Bryant,2001
BO198087,2,Vandalism,No,Boston,799,Jennie Hampton,2001
BO349799,4,Drug abuse,No,Boston,827,Timothy Iverson,2002
BO883263,3,Homicide,Yes,Boston,976,Tyler Stringer,2002
BO865506,5,Assault,No,Boston,827,Timothy Iverson,2004
BO568181,2,Vandalism,No,Boston,820,Steven Hardeman,2000
BO862540,5,Assault,Yes,Boston,287,Kathy Fry,2003
BO285135,2,Vandalism,No,Boston,414,Ronald Bryant,2004
BO228714,5,Assault,Yes,Boston,287,Kathy Fry,2001
BO157041,1,Larceny,Yes,Boston,799,Jennie Hampton,2000
BO838025,2,Vandalism,No,Boston,414,Ronald Bryant,2000
BO423256,2,Vandalism,Yes,Boston,820,Steven Hardeman,2003
BO715389,2,Vandalism,No,Boston,264,Tamica Striegel,2000
BO541206,1,Larceny,No,Boston,799,Jennie Hampton,2000
BO628079,5,Assault,Yes,Boston,287,Kathy Fry,2004
BO905845,1,Larceny,No,Boston,820,Steven Hardeman,2004
BO705492,1,Larceny,No,Boston,976,Tyler Stringer,2002
BO744470,1,Larceny,Yes,Boston,827,Timothy Iverson,2003
BO862540,4,Drug abuse,Yes,Boston,827,Timothy Iverson,2004
BO347731,2,Vandalism,Yes,Boston,287,Kathy Fry,2000
BO361993,4,Drug abuse,No,Boston,287,Kathy Fry,2004
BO160565,1,Larceny,No,Boston,117,Alyssa Haycraft,2000
BO974196,1,Larceny,Yes,Boston,117,Alyssa Haycraft,2004
BO977526,5,Assault,No,Boston,414,Ronald Bryant,2003
BO356374,1,Larceny,Yes,Boston,117,Alyssa Haycraft,2004
BO611459,2,Vandalism,Yes,Boston,799,Jennie Hampton,2001
BO662040,2,Vandalism,Yes,Boston,827,Timothy Iverson,2002
BO355283,1,Larceny,Yes,Boston,414,Ronald Bryant,2004
BO134080,4,Drug abuse,No,Boston,264,Tamica Striegel,2003
BO931670,5,Assault,Yes,Boston,820,Steven Hardeman,2001
BO143715,3,Homicide,Yes,Boston,287,Kathy Fry,2000
BO323080,3,Homicide,No,Boston,414,Ronald Bryant,2003
BO114286,2,Vandalism,No,Boston,264,Tamica Striegel,2004
BO954928,1,Larceny,Yes,Boston,976,Tyler Stringer,2004
BO600848,3,Homicide,No,Boston,827,Timothy Iverson,2002
BO131650,2,Vandalism,No,Boston,414,Ronald Bryant,2002
BO357198,3,Homicide,No,Boston,799,Jennie Hampton,2002
BO110993,1,Larceny,Yes,Boston,820,Steven Hardeman,2001
BO349208,2,Vandalism,Yes,Boston,799,Jennie Hampton,2004
BO740859,5,Assault,No,Boston,820,Steven Hardeman,2000
BO918177,4,Drug abuse,No,Boston,976,Tyler Stringer,2000
BO727178,1,Larceny,No,Boston,827,Timothy Iverson,2000
BO363345,2,Vandalism,No,Boston,827,Timothy Iverson,2004
BO459925,2,Vandalism,Yes,Boston,117,Alyssa Haycraft,2004
BO251332,2,Vandalism,Yes,Boston,799,Jennie Hampton,2002
BO880354,1,Larceny,No,Boston,287,Kathy Fry,2004
BO546376,4,Drug abuse,Yes,Boston,287,Kathy Fry,2001
BO905312,2,Vandalism,No,Boston,827,Timothy Iverson,2004
BO348656,5,Assault,Yes,Boston,799,Jennie Hampton,2001
BO279518,3,Homicide,No,Boston,287,Kathy Fry,2001
BO299088,5,Assault,No,Boston,117,Alyssa Haycraft,2004
BO299556,2,Vandalism,No,Boston,117,Alyssa Haycraft,2001
BO593698,2,Vandalism,Yes,Boston,414,Ronald Bryant,2000
BO816447,5,Assault,Yes,Boston,799,Jennie Hampton,2003
BO493598,2,Vandalism,No,Boston,117,Alyssa Haycraft,2003
BO137442,1,Larceny,Yes,Boston,287,Kathy Fry,2004
BO738192,5,Assault,Yes,Boston,976,Tyler Stringer,2002
BO830082,4,Drug abuse,Yes,Boston,414,Ronald Bryant,2001
BO134422,4,Drug abuse,Yes,Boston,287,Kathy Fry,2001
BO336168,1,Larceny,No,Boston,827,Timothy Iverson,2001
BO408125,5,Assault,Yes,Boston,287,Kathy Fry,2003
BO735739,3,Homicide,Yes,Boston,414,Ronald Bryant,2000
BO924892,4,Drug abuse,No,Boston,976,Tyler Stringer,2003
BO781965,5,Assault,No,Boston,287,Kathy Fry,2004
BO596509,2,Vandalism,Yes,Boston,414,Ronald Bryant,2001
BO629379,3,Homicide,Yes,Boston,414,Ronald Bryant,2001
BO868762,5,Assault,Yes,Boston,799,Jennie Hampton,2003
BO798921,2,Vandalism,No,Boston,414,Ronald Bryant,2004
BO177563,3,Homicide,No,Boston,976,Tyler Stringer,2000
BO881013,2,Vandalism,No,Boston,117,Alyssa Haycraft,2003
BO309462,2,Vandalism,Yes,Boston,117,Alyssa Haycraft,2004
BO949148,2,Vandalism,No,Boston,976,Tyler Stringer,2001
BO142034,2,Vandalism,No,Boston,264,Tamica Striegel,2002
BO232729,3,Homicide,No,Boston,264,Tamica Striegel,2001
BO120629,5,Assault,Yes,Boston,827,Timothy Iverson,2003
BO347696,3,Homicide,No,Boston,976,Tyler Stringer,2002
BO483530,1,Larceny,No,Boston,976,Tyler Stringer,2001
BO350838,5,Assault,No,Boston,264,Tamica Striegel,2003
BO739456,3,Homicide,Yes,Boston,976,Tyler Stringer,2001
BO269734,3,Homicide,Yes,Boston,414,Ronald Bryant,2003
BO322993,4,Drug abuse,Yes,Boston,827,Timothy Iverson,2003
BO585596,5,Assault,No,Boston,264,Tamica Striegel,2002
BO946287,5,Assault,Yes,Boston,799,Jennie Hampton,2003
BO432793,3,Homicide,No,Boston,827,Timothy Iverson,2001
BO898032,2,Vandalism,No,Boston,414,Ronald Bryant,2002
BO130653,4,Drug abuse,No,Boston,799,Jennie Hampton,2003
BO970678,1,Larceny,Yes,Boston,264,Tamica Striegel,2004
BO815592,3,Homicide,Yes,Boston,820,Steven Hardeman,2003
BO694348,5,Assault,No,Boston,799,Jennie Hampton,2004
BO722971,1,Larceny,No,Boston,820,Steven Hardeman,2004
BO685484,5,Assault,Yes,Boston,827,Timothy Iverson,2002
BO269141,5,Assault,Yes,Boston,820,Steven Hardeman,2001
BO143925,1,Larceny,No,Boston,799,Jennie Hampton,2001
BO371716,5,Assault,Yes,Boston,287,Kathy Fry,2004
BO156861,1,Larceny,Yes,Boston,820,Steven Hardeman,2000
BO542164,5,Assault,Yes,Boston,976,Tyler Stringer,2004
BO681275,4,Drug abuse,No,Boston,976,Tyler Stringer,2004
BO501805,2,Vandalism,Yes,Boston,976,Tyler Stringer,2002
BO209712,2,Vandalism,Yes,Boston,827,Timothy Iverson,2004
BO968136,5,Assault,No,Boston,287,Kathy Fry,2004
BO842206,1,Larceny,Yes,Boston,976,Tyler Stringer,2004
BO314618,3,Homicide,No,Boston,287,Kathy Fry,2000
BO761024,1,Larceny,Yes,Boston,827,Timothy Iverson,2000
BO393045,5,Assault,Yes,Boston,414,Ronald Bryant,2002
BO996466,3,Homicide,Yes,Boston,414,Ronald Bryant,2004
BO943933,5,Assault,No,Boston,976,Tyler Stringer,2002
BO553539,2,Vandalism,No,Boston,117,Alyssa Haycraft,2002
BO986145,4,Drug abuse,No,Boston,820,Steven Hardeman,2001
BO333304,2,Vandalism,Yes,Boston,820,Steven Hardeman,2003
BO523372,5,Assault,Yes,Boston,287,Kathy Fry,2004
BO532389,2,Vandalism,Yes,Boston,287,Kathy Fry,2003
BO830872,2,Vandalism,No,Boston,414,Ronald Bryant,2001
BO493598,2,Vandalism,No,Boston,820,Steven Hardeman,2000
BO294028,4,Drug abuse,Yes,Boston,799,Jennie Hampton,2002
BO720575,2,Vandalism,No,Boston,820,Steven Hardeman,2000
BO387293,2,Vandalism,No,Boston,264,Tamica Striegel,2001
BO361192,4,Drug abuse,No,Boston,414,Ronald Bryant,2002
BO637702,3,Homicide,Yes,Boston,799,Jennie Hampton,2002
BO684938,2,Vandalism,No,Boston,820,Steven Hardeman,2003
BO880354,2,Vandalism,Yes,Boston,827,Timothy Iverson,2000
BO278209,1,Larceny,No,Boston,117,Alyssa Haycraft,2002
BO816358,4,Drug abuse,Yes,Boston,976,Tyler Stringer,2003
BO858870,2,Vandalism,Yes,Boston,264,Tamica Striegel,2000
BO430265,2,Vandalism,Yes,Boston,976,Tyler Stringer,2002
BO217667,2,Vandalism,Yes,Boston,264,Tamica Striegel,2002
BO667396,4,Drug abuse,No,Boston,414,Ronald Bryant,2002
BO262275,2,Vandalism,Yes,Boston,827,Timothy Iverson,2004
BO818003,4,Drug abuse,No,Boston,414,Ronald Bryant,2002
BO870727,2,Vandalism,Yes,Boston,820,Steven Hardeman,2002
BO478254,2,Vandalism,No,Boston,820,Steven Hardeman,2004
BO226654,3,Homicide,Yes,Boston,820,Steven Hardeman,2001
BO332061,3,Homicide,Yes,Boston,976,Tyler Stringer,2003
BO993634,3,Homicide,No,Boston,287,Kathy Fry,2002
BO806500,1,Larceny,Yes,Boston,827,Timothy Iverson,2002
BO615370,5,Assault,No,Boston,264,Tamica Striegel,2002
BO472701,1,Larceny,No,Boston,117,Alyssa Haycraft,2004
BO386504,5,Assault,Yes,Boston,117,Alyssa Haycraft,2002
BO420715,3,Homicide,Yes,Boston,414,Ronald Bryant,2002
BO955983,3,Homicide,No,Boston,827,Timothy Iverson,2000
BO156861,3,Homicide,No,Boston,976,Tyler Stringer,2000
BO593698,3,Homicide,Yes,Boston,827,Timothy Iverson,2002
BO624663,2,Vandalism,No,Boston,976,Tyler Stringer,2002
BO523372,1,Larceny,Yes,Boston,287,Kathy Fry,2002
BO898378,5,Assault,Yes,Boston,264,Tamica Striegel,2002
BO483267,3,Homicide,Yes,Boston,287,Kathy Fry,2001
BO159319,1,Larceny,No,Boston,117,Alyssa Haycraft,2003
BO324684,5,Assault,Yes,Boston,287,Kathy Fry,2001
BO890792,3,Homicide,No,Boston,117,Alyssa Haycraft,2001
BO461051,1,Larceny,Yes,Boston,976,Tyler Stringer,2002
BO250626,2,Vandalism,No,Boston,976,Tyler Stringer,2000
BO368920,5,Assault,No,Boston,414,Ronald Bryant,2001
BO588405,2,Vandalism,Yes,Boston,799,Jennie Hampton,2000
BO678476,5,Assault,Yes,Boston,820,Steven Hardeman,2002
BO551112,3,Homicide,Yes,Boston,827,Timothy Iverson,2000
BO513361,5,Assault,No,Boston,820,Steven Hardeman,2003
BO789004,5,Assault,Yes,Boston,264,Tamica Striegel,2003
BO250528,4,Drug abuse,Yes,Boston,287,Kathy Fry,2000
BO843854,2,Vandalism,No,Boston,827,Timothy Iverson,2000
BO629379,3,Homicide,Yes,Boston,820,Steven Hardeman,2004
BO259617,2,Vandalism,Yes,Boston,117,Alyssa Haycraft,2004
BO652407,2,Vandalism,No,Boston,264,Tamica Striegel,2002
BO297776,3,Homicide,Yes,Boston,117,Alyssa Haycraft,2000
BO875699,5,Assault,Yes,Boston,799,Jennie Hampton,2004
BO386922,3,Homicide,Yes,Boston,799,Jennie Hampton,2002
BO143854,2,Vandalism,No,Boston,117,Alyssa Haycraft,2003
BO533373,2,Vandalism,No,Boston,799,Jennie Hampton,2001
BO449424,3,Homicide,Yes,Boston,827,Timothy Iverson,2003
BO677907,1,Larceny,Yes,Boston,799,Jennie Hampton,2001
BO153392,2,Vandalism,Yes,Boston,264,Tamica Striegel,2003
BO970987,1,Larceny,No,Boston,264,Tamica Striegel,2004
BO878610,1,Larceny,Yes,Boston,287,Kathy Fry,2001
BO587961,4,Drug abuse,Yes,Boston,264,Tamica Striegel,2001
BO352876,4,Drug abuse,Yes,Boston,976,Tyler Stringer,2003
BO299158,5,Assault,Yes,Boston,287,Kathy Fry,2004
BO624311,5,Assault,Yes,Boston,117,Alyssa Haycraft,2001
BO798924,2,Vandalism,No,Boston,414,Ronald Bryant,2004
BO652407,3,Homicide,Yes,Boston,414,Ronald Bryant,2001
BO481606,2,Vandalism,No,Boston,820,Steven Hardeman,2003
BO986555,4,Drug abuse,Yes,Boston,117,Alyssa Haycraft,2001
BO652407,3,Homicide,Yes,Boston,117,Alyssa Haycraft,2002
BO628631,1,Larceny,Yes,Boston,287,Kathy Fry,2000
BO438304,2,Vandalism,Yes,Boston,799,Jennie Hampton,2001
BO859673,1,Larceny,Yes,Boston,799,Jennie Hampton,2001
BO725497,4,Drug abuse,Yes,Boston,117,Alyssa Haycraft,2003
BO120629,1,Larceny,Yes,Boston,264,Tamica Striegel,2003
BO442537,5,Assault,Yes,Boston,976,Tyler Stringer,2001
BO206512,1,Larceny,Yes,Boston,264,Tamica Striegel,2004
BO170443,1,Larceny,Yes,Boston,976,Tyler Stringer,2001
BO434637,1,Larceny,Yes,Boston,827,Timothy Iverson,2002
BO299158,5,Assault,No,Boston,799,Jennie Hampton,2002
BO446008,5,Assault,Yes,Boston,799,Jennie Hampton,2002
BO622415,1,Larceny,Yes,Boston,287,Kathy Fry,2001
BO955983,3,Homicide,Yes,Boston,799,Jennie Hampton,2000
BO502230,3,Homicide,No,Boston,799,Jennie Hampton,2002
BO978683,1,Larceny,No,Boston,117,Alyssa Haycraft,2000
BO796146,1,Larceny,Yes,Boston,287,Kathy Fry,2000
BO326159,3,Homicide,No,Boston,820,Steven Hardeman,2003
BO308189,2,Vandalism,Yes,Boston,976,Tyler Stringer,2002
BO629352,5,Assault,No,Boston,117,Alyssa Haycraft,2001
BO269083,5,Assault,Yes,Boston,820,Steven Hardeman,2002
BO583239,1,Larceny,Yes,Boston,799,Jennie Hampton,2003
BO759329,5,Assault,No,Boston,799,Jennie Hampton,2001
BO126856,5,Assault,No,Boston,414,Ronald Bryant,2001
BO177507,1,Larceny,Yes,Boston,287,Kathy Fry,2000
BO905312,5,Assault,Yes,Boston,799,Jennie Hampton,2004
BO280958,1,Larceny,Yes,Boston,287,Kathy Fry,2004
BO119975,3,Homicide,No,Boston,264,Tamica Striegel,2003
BO525732,5,Assault,Yes,Boston,799,Jennie Hampton,2001
BO403159,1,Larceny,No,Boston,976,Tyler Stringer,2001
BO507078,1,Larceny,Yes,Boston,820,Steven Hardeman,2000
BO380225,5,Assault,No,Boston,264,Tamica Striegel,2003
BO522917,1,Larceny,Yes,Boston,287,Kathy Fry,2001
BO248257,4,Drug abuse,No,Boston,264,Tamica Striegel,2001
BO754179,3,Homicide,No,Boston,799,Jennie Hampton,2000
BO207840,5,Assault,Yes,Boston,287,Kathy Fry,2004
BO681275,5,Assault,Yes,Boston,287,Kathy Fry,2000
BO359058,5,Assault,Yes,Boston,414,Ronald Bryant,2004
BO546016,5,Assault,Yes,Boston,976,Tyler Stringer,2000
BO694348,1,Larceny,Yes,Boston,287,Kathy Fry,2000
BO774058,5,Assault,No,Boston,820,Steven Hardeman,2001
BO685940,2,Vandalism,No,Boston,827,Timothy Iverson,2000
BO329535,3,Homicide,No,Boston,820,Steven Hardeman,2000
BO209712,2,Vandalism,Yes,Boston,799,Jennie Hampton,2002
BO609931,1,Larceny,No,Boston,976,Tyler Stringer,2001
BO722940,3,Homicide,No,Boston,264,Tamica Striegel,2004
BO826122,4,Drug abuse,Yes,Boston,264,Tamica Striegel,2004
BO134080,1,Larceny,Yes,Boston,287,Kathy Fry,2002
BO789004,3,Homicide,No,Boston,976,Tyler Stringer,2002
BO148474,3,Homicide,No,Boston,976,Tyler Stringer,2003
BO929992,1,Larceny,Yes,Boston,827,Timothy Iverson,2000
BO667396,5,Assault,Yes,Boston,117,Alyssa Haycraft,2003
BO420350,1,Larceny,No,Boston,820,Steven Hardeman,2003
BO279518,3,Homicide,No,Boston,827,Timothy Iverson,2003
BO591697,1,Larceny,No,Boston,827,Timothy Iverson,2000
BO654715,3,Homicide,Yes,Boston,287,Kathy Fry,2004
BO356374,2,Vandalism,Yes,Boston,287,Kathy Fry,2003
BO306890,3,Homicide,No,Boston,414,Ronald Bryant,2002
BO807632,3,Homicide,No,Boston,827,Timothy Iverson,2002
BO639568,2,Vandalism,Yes,Boston,820,Steven Hardeman,2000
BO510452,2,Vandalism,Yes,Boston,799,Jennie Hampton,2000
BO134680,2,Vandalism,No,Boston,414,Ronald Bryant,2002
BO759329,1,Larceny,Yes,Boston,820,Steven Hardeman,2000
BO166052,3,Homicide,Yes,Boston,117,Alyssa Haycraft,2001
BO790895,5,Assault,No,Boston,827,Timothy Iverson,2004
BO356374,3,Homicide,Yes,Boston,117,Alyssa Haycraft,2002
BO580967,2,Vandalism,No,Boston,827,Timothy Iverson,2000
BO122530,5,Assault,No,Boston,976,Tyler Stringer,2002
BO475957,1,Larceny,Yes,Boston,827,Timothy Iverson,2002
BO620294,4,Drug abuse,Yes,Boston,820,Steven Hardeman,2000
BO217667,1,Larceny,No,Boston,264,Tamica Striegel,2001
BO309462,5,Assault,Yes,Boston,117,Alyssa Haycraft,2000
BO372813,5,Assault,Yes,Boston,414,Ronald Bryant,2002
BO808463,2,Vandalism,No,Boston,799,Jennie Hampton,2004
BO767391,1,Larceny,Yes,Boston,117,Alyssa Haycraft,2003
BO473719,1,Larceny,Yes,Boston,827,Timothy Iverson,2001
BO675554,3,Homicide,No,Boston,117,Alyssa Haycraft,2001
BO564496,4,Drug abuse,No,Boston,287,Kathy Fry,2002
BO866927,5,Assault,No,Boston,264,Tamica Striegel,2004
BO887074,3,Homicide,No,Boston,827,Timothy Iverson,2001
BO983903,3,Homicide,No,Boston,287,Kathy Fry,2000
BO821430,5,Assault,No,Boston,287,Kathy Fry,2001
BO256488,1,Larceny,Yes,Boston,820,Steven Hardeman,2000
BO552813,1,Larceny,No,Boston,820,Steven Hardeman,2002
BO161987,3,Homicide,No,Boston,820,Steven Hardeman,2003
BO258163,1,Larceny,No,Boston,287,Kathy Fry,2001
BO797446,3,Homicide,Yes,Boston,799,Jennie Hampton,2001
BO754094,1,Larceny,No,Boston,287,Kathy Fry,2001
BO330495,3,Homicide,No,Boston,287,Kathy Fry,2002
BO909932,1,Larceny,Yes,Boston,976,Tyler Stringer,2004
BO361192,3,Homicide,No,Boston,117,Alyssa Haycraft,2003
BO908251,4,Drug abuse,No,Boston,799,Jennie Hampton,2003
BO499012,5,Assault,No,Boston,820,Steven Hardeman,2000
BO481606,5,Assault,Yes,Boston,820,Steven Hardeman,2003
BO921119,1,Larceny,No,Boston,827,Timothy Iverson,2003
BO209712,3,Homicide,Yes,Boston,820,Steven Hardeman,2002
BO347686,5,Assault,Yes,Boston,414,Ronald Bryant,2004
BO226906,3,Homicide,Yes,Boston,117,Alyssa Haycraft,2004
BO226654,4,Drug abuse,Yes,Boston,117,Alyssa Haycraft,2004
BO808463,1,Larceny,No,Boston,976,Tyler Stringer,2001
BO694748,3,Homicide,No,Boston,117,Alyssa Haycraft,2002
BO339866,5,Assault,No,Boston,117,Alyssa Haycraft,2003
BO917290,5,Assault,Yes,Boston,820,Steven Hardeman,2004
BO869445,2,Vandalism,Yes,Boston,976,Tyler Stringer,2002
BO665232,1,Larceny,Yes,Boston,287,Kathy Fry,2000
BO160565,3,Homicide,No,Boston,799,Jennie Hampton,2002
BO170443,4,Drug abuse,Yes,Boston,414,Ronald Bryant,2001
BO297776,3,Homicide,Yes,Boston,799,Jennie Hampton,2004
BO812787,1,Larceny,Yes,Boston,287,Kathy Fry,2004
BO402871,1,Larceny,No,Boston,976,Tyler Stringer,2001
BO179998,3,Homicide,Yes,Boston,414,Ronald Bryant,2004
BO101965,2,Vandalism,Yes,Boston,976,Tyler Stringer,2003
BO624311,3,Homicide,Yes,Boston,287,Kathy Fry,2002
BO335849,5,Assault,No,Boston,264,Tamica Striegel,2002
BO422242,1,Larceny,No,Boston,976,Tyler Stringer,2000
BO869422,3,Homicide,No,Boston,820,Steven Hardeman,2002
