Case_Number,Offense_Code,Offense_Type,Arrest,Location,Officer_id,Officer_Name,Date
SF870653,1,Larceny,No,San Francisco,167,Adele Peters,2000
SF219711,1,Larceny,Yes,San Francisco,130,David Graham,2001
SF910584,3,Homicide,No,San Francisco,291,Roy Romero,2004
SF193085,3,Homicide,Yes,San Francisco,140,Charles Ortega,2000
SF139407,5,Assault,Yes,San Francisco,447,Sherell Reine,2002
SF511554,1,Larceny,Yes,San Francisco,891,Edward Denton,2003
SF589685,2,Vandalism,Yes,San Francisco,130,David Graham,2004
SF202347,2,Vandalism,No,San Francisco,216,Charles Pitts,2002
SF625565,2,Vandalism,No,San Francisco,848,Joseph Costello,2003
SF924771,1,Larceny,No,San Francisco,140,Charles Ortega,2001
SF521089,2,Vandalism,No,San Francisco,140,Charles Ortega,2004
SF777321,1,Larceny,Yes,San Francisco,291,Roy Romero,2000
SF519634,5,Assault,Yes,San Francisco,216,Charles Pitts,2004
SF276551,2,Vandalism,No,San Francisco,291,Roy Romero,2004
SF919287,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2002
SF788898,4,Drug abuse,Yes,San Francisco,216,Charles Pitts,2004
SF459110,1,Larceny,No,San Francisco,848,Joseph Costello,2003
SF216086,1,Larceny,Yes,San Francisco,447,Sherell Reine,2002
SF914310,1,Larceny,No,San Francisco,891,Edward Denton,2003
SF510385,1,Larceny,No,San Francisco,140,Charles Ortega,2003
SF386929,1,Larceny,Yes,San Francisco,848,Joseph Costello,2002
SF795232,3,Homicide,Yes,San Francisco,848,Joseph Costello,2001
SF679938,4,Drug abuse,No,San Francisco,167,Adele Peters,2001
SF737996,4,Drug abuse,No,San Francisco,140,Charles Ortega,2004
SF643360,2,Vandalism,No,San Francisco,848,Joseph Costello,2002
SF291729,1,Larceny,Yes,San Francisco,848,Joseph Costello,2002
SF616465,1,Larceny,No,San Francisco,447,Sherell Reine,2003
SF662182,4,Drug abuse,No,San Francisco,291,Roy Romero,2003
SF298980,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2002
SF571997,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2004
SF939135,1,Larceny,Yes,San Francisco,216,Charles Pitts,2000
SF287374,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2001
SF836942,2,Vandalism,Yes,San Francisco,130,David Graham,2004
SF295511,1,Larceny,No,San Francisco,891,Edward Denton,2000
SF313924,2,Vandalism,No,San Francisco,130,David Graham,2003
SF589685,5,Assault,No,San Francisco,848,Joseph Costello,2003
SF299842,1,Larceny,No,San Francisco,891,Edward Denton,2000
SF560305,2,Vandalism,No,San Francisco,140,Charles Ortega,2003
SF467650,3,Homicide,Yes,San Francisco,167,Adele Peters,2003
SF769740,1,Larceny,No,San Francisco,167,Adele Peters,2000
SF922423,1,Larceny,Yes,San Francisco,848,Joseph Costello,2000
SF443927,5,Assault,No,San Francisco,130,David Graham,2003
SF558908,5,Assault,Yes,San Francisco,447,Sherell Reine,2002
SF344347,5,Assault,No,San Francisco,848,Joseph Costello,2000
SF998123,1,Larceny,Yes,San Francisco,167,Adele Peters,2000
SF491052,1,Larceny,Yes,San Francisco,447,Sherell Reine,2002
SF378283,1,Larceny,Yes,San Francisco,891,Edward Denton,2001
SF193889,4,Drug abuse,No,San Francisco,891,Edward Denton,2001
SF597402,1,Larceny,Yes,San Francisco,848,Joseph Costello,2002
SF308301,1,Larceny,Yes,San Francisco,848,Joseph Costello,2000
SF461730,1,Larceny,No,San Francisco,291,Roy Romero,2002
SF204223,4,Drug abuse,Yes,San Francisco,130,David Graham,2001
SF401174,1,Larceny,Yes,San Francisco,891,Edward Denton,2000
SF722734,5,Assault,Yes,San Francisco,140,Charles Ortega,2004
SF308312,1,Larceny,No,San Francisco,291,Roy Romero,2001
SF285718,1,Larceny,Yes,San Francisco,216,Charles Pitts,2004
SF139762,1,Larceny,No,San Francisco,216,Charles Pitts,2000
SF512571,5,Assault,No,San Francisco,140,Charles Ortega,2004
SF887788,1,Larceny,No,San Francisco,216,Charles Pitts,2000
SF622473,3,Homicide,No,San Francisco,891,Edward Denton,2001
SF111063,1,Larceny,Yes,San Francisco,140,Charles Ortega,2004
SF403258,1,Larceny,Yes,San Francisco,167,Adele Peters,2003
SF108697,2,Vandalism,Yes,San Francisco,130,David Graham,2004
SF725950,2,Vandalism,No,San Francisco,891,Edward Denton,2000
SF542388,1,Larceny,No,San Francisco,891,Edward Denton,2004
SF603726,1,Larceny,No,San Francisco,140,Charles Ortega,2003
SF496715,4,Drug abuse,No,San Francisco,140,Charles Ortega,2003
SF749560,1,Larceny,No,San Francisco,216,Charles Pitts,2003
SF552920,4,Drug abuse,Yes,San Francisco,167,Adele Peters,2001
SF697614,1,Larceny,Yes,San Francisco,140,Charles Ortega,2002
SF578397,1,Larceny,No,San Francisco,130,David Graham,2001
SF692021,5,Assault,Yes,San Francisco,167,Adele Peters,2001
SF957846,1,Larceny,No,San Francisco,216,Charles Pitts,2001
SF532182,1,Larceny,No,San Francisco,130,David Graham,2000
SF898130,3,Homicide,No,San Francisco,167,Adele Peters,2002
SF724945,1,Larceny,Yes,San Francisco,130,David Graham,2001
SF625565,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2004
SF308301,5,Assault,No,San Francisco,447,Sherell Reine,2000
SF300319,1,Larceny,No,San Francisco,891,Edward Denton,2003
SF279498,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2001
SF412359,1,Larceny,No,San Francisco,130,David Graham,2003
SF202347,1,Larceny,Yes,San Francisco,130,David Graham,2003
SF427181,1,Larceny,No,San Francisco,447,Sherell Reine,2000
SF742136,1,Larceny,Yes,San Francisco,167,Adele Peters,2004
SF321937,4,Drug abuse,Yes,San Francisco,848,Joseph Costello,2002
SF413953,5,Assault,Yes,San Francisco,130,David Graham,2002
SF657989,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2003
SF499077,5,Assault,Yes,San Francisco,291,Roy Romero,2002
SF353050,5,Assault,Yes,San Francisco,848,Joseph Costello,2004
SF950779,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
SF537588,4,Drug abuse,No,San Francisco,891,Edward Denton,2004
SF359787,3,Homicide,Yes,San Francisco,167,Adele Peters,2003
SF854457,1,Larceny,No,San Francisco,140,Charles Ortega,2004
SF816127,2,Vandalism,No,San Francisco,130,David Graham,2000
SF662182,4,Drug abuse,No,San Francisco,891,Edward Denton,2000
SF548241,2,Vandalism,Yes,San Francisco,848,Joseph Costello,2001
SF603726,1,Larceny,Yes,San Francisco,130,David Graham,2002
SF961904,1,Larceny,No,San Francisco,167,Adele Peters,2001
SF676091,2,Vandalism,No,San Francisco,167,Adele Peters,2000
SF281562,2,Vandalism,No,San Francisco,130,David Graham,2004
SF736886,1,Larceny,Yes,San Francisco,848,Joseph Costello,2003
SF250701,4,Drug abuse,Yes,San Francisco,167,Adele Peters,2001
SF301165,5,Assault,Yes,San Francisco,167,Adele Peters,2001
SF466358,3,Homicide,No,San Francisco,447,Sherell Reine,2002
SF736301,1,Larceny,Yes,San Francisco,891,Edward Denton,2003
SF717790,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2004
SF750079,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2004
SF512995,1,Larceny,Yes,San Francisco,447,Sherell Reine,2004
SF538367,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2003
SF442853,1,Larceny,No,San Francisco,140,Charles Ortega,2002
SF491763,5,Assault,No,San Francisco,140,Charles Ortega,2003
SF887998,1,Larceny,No,San Francisco,167,Adele Peters,2003
SF907618,2,Vandalism,Yes,San Francisco,130,David Graham,2003
SF438748,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2001
SF176797,3,Homicide,Yes,San Francisco,130,David Graham,2004
SF459110,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
SF373055,2,Vandalism,No,San Francisco,848,Joseph Costello,2002
SF124689,2,Vandalism,Yes,San Francisco,167,Adele Peters,2003
SF831012,4,Drug abuse,No,San Francisco,848,Joseph Costello,2004
SF404344,4,Drug abuse,No,San Francisco,216,Charles Pitts,2000
SF442984,2,Vandalism,Yes,San Francisco,167,Adele Peters,2001
SF505734,4,Drug abuse,Yes,San Francisco,130,David Graham,2003
SF815982,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2001
SF907447,2,Vandalism,No,San Francisco,140,Charles Ortega,2004
SF579142,2,Vandalism,Yes,San Francisco,891,Edward Denton,2003
SF878798,2,Vandalism,No,San Francisco,167,Adele Peters,2001
SF512571,5,Assault,No,San Francisco,140,Charles Ortega,2001
SF978677,4,Drug abuse,No,San Francisco,216,Charles Pitts,2003
SF939135,5,Assault,No,San Francisco,216,Charles Pitts,2001
SF618109,2,Vandalism,No,San Francisco,167,Adele Peters,2000
SF337832,2,Vandalism,Yes,San Francisco,130,David Graham,2003
SF316023,2,Vandalism,Yes,San Francisco,291,Roy Romero,2003
SF937738,1,Larceny,Yes,San Francisco,140,Charles Ortega,2001
SF491052,1,Larceny,Yes,San Francisco,130,David Graham,2002
SF879456,5,Assault,Yes,San Francisco,291,Roy Romero,2000
SF548241,1,Larceny,Yes,San Francisco,167,Adele Peters,2001
SF757980,3,Homicide,Yes,San Francisco,140,Charles Ortega,2002
SF273614,4,Drug abuse,No,San Francisco,291,Roy Romero,2001
SF959250,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2004
SF537588,4,Drug abuse,No,San Francisco,167,Adele Peters,2004
SF615643,1,Larceny,No,San Francisco,848,Joseph Costello,2001
SF737966,2,Vandalism,No,San Francisco,447,Sherell Reine,2000
SF724932,4,Drug abuse,No,San Francisco,140,Charles Ortega,2000
SF143357,4,Drug abuse,No,San Francisco,891,Edward Denton,2000
SF713656,2,Vandalism,Yes,San Francisco,891,Edward Denton,2002
SF620308,2,Vandalism,No,San Francisco,216,Charles Pitts,2002
SF744879,1,Larceny,No,San Francisco,891,Edward Denton,2001
SF394059,1,Larceny,Yes,San Francisco,216,Charles Pitts,2000
SF773298,1,Larceny,Yes,San Francisco,140,Charles Ortega,2003
SF685472,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2003
SF956310,5,Assault,Yes,San Francisco,140,Charles Ortega,2004
SF809057,1,Larceny,No,San Francisco,216,Charles Pitts,2000
SF694134,4,Drug abuse,Yes,San Francisco,291,Roy Romero,2001
SF606316,4,Drug abuse,No,San Francisco,291,Roy Romero,2002
SF825393,1,Larceny,No,San Francisco,291,Roy Romero,2004
SF336131,1,Larceny,Yes,San Francisco,891,Edward Denton,2004
SF177321,1,Larceny,Yes,San Francisco,130,David Graham,2001
SF547372,3,Homicide,No,San Francisco,167,Adele Peters,2003
SF720834,2,Vandalism,Yes,San Francisco,130,David Graham,2001
SF943172,2,Vandalism,No,San Francisco,447,Sherell Reine,2003
SF166999,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2004
SF599424,1,Larceny,No,San Francisco,216,Charles Pitts,2000
SF754533,2,Vandalism,No,San Francisco,891,Edward Denton,2001
SF178779,1,Larceny,Yes,San Francisco,140,Charles Ortega,2001
SF577250,1,Larceny,Yes,San Francisco,891,Edward Denton,2004
SF273093,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2001
SF443927,5,Assault,No,San Francisco,891,Edward Denton,2001
SF558908,1,Larceny,No,San Francisco,291,Roy Romero,2000
SF647817,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2003
SF500585,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2003
SF503805,1,Larceny,Yes,San Francisco,216,Charles Pitts,2004
SF338710,1,Larceny,No,San Francisco,447,Sherell Reine,2002
SF900338,1,Larceny,Yes,San Francisco,891,Edward Denton,2003
SF104645,5,Assault,No,San Francisco,447,Sherell Reine,2002
SF677385,4,Drug abuse,No,San Francisco,447,Sherell Reine,2001
SF506094,2,Vandalism,Yes,San Francisco,848,Joseph Costello,2004
SF305986,2,Vandalism,No,San Francisco,891,Edward Denton,2001
SF388176,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2001
SF863301,5,Assault,Yes,San Francisco,167,Adele Peters,2001
SF336131,2,Vandalism,Yes,San Francisco,130,David Graham,2003
SF355245,3,Homicide,No,San Francisco,130,David Graham,2001
SF736902,1,Larceny,Yes,San Francisco,447,Sherell Reine,2001
SF769658,4,Drug abuse,No,San Francisco,140,Charles Ortega,2002
SF462844,3,Homicide,No,San Francisco,447,Sherell Reine,2003
SF536442,2,Vandalism,Yes,San Francisco,291,Roy Romero,2000
SF483129,1,Larceny,No,San Francisco,140,Charles Ortega,2000
SF480932,1,Larceny,Yes,San Francisco,848,Joseph Costello,2003
SF588790,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2000
SF513339,1,Larceny,No,San Francisco,140,Charles Ortega,2003
SF516799,1,Larceny,No,San Francisco,140,Charles Ortega,2001
SF475714,4,Drug abuse,No,San Francisco,848,Joseph Costello,2003
SF815982,1,Larceny,Yes,San Francisco,216,Charles Pitts,2004
SF247137,5,Assault,Yes,San Francisco,447,Sherell Reine,2003
SF918364,5,Assault,Yes,San Francisco,291,Roy Romero,2000
SF350488,4,Drug abuse,Yes,San Francisco,291,Roy Romero,2000
SF221857,1,Larceny,Yes,San Francisco,216,Charles Pitts,2001
SF920558,1,Larceny,No,San Francisco,891,Edward Denton,2003
SF386929,2,Vandalism,No,San Francisco,848,Joseph Costello,2004
SF521089,4,Drug abuse,Yes,San Francisco,130,David Graham,2002
SF752633,1,Larceny,No,San Francisco,447,Sherell Reine,2002
SF399683,3,Homicide,No,San Francisco,291,Roy Romero,2003
SF673037,1,Larceny,Yes,San Francisco,291,Roy Romero,2004
SF500585,4,Drug abuse,Yes,San Francisco,130,David Graham,2003
SF959250,1,Larceny,Yes,San Francisco,216,Charles Pitts,2000
SF802591,1,Larceny,Yes,San Francisco,140,Charles Ortega,2003
SF750079,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2002
SF744879,4,Drug abuse,Yes,San Francisco,140,Charles Ortega,2004
SF908280,2,Vandalism,No,San Francisco,167,Adele Peters,2003
SF737966,1,Larceny,Yes,San Francisco,130,David Graham,2003
SF742199,1,Larceny,No,San Francisco,130,David Graham,2001
SF341809,1,Larceny,Yes,San Francisco,891,Edward Denton,2002
SF584943,5,Assault,Yes,San Francisco,848,Joseph Costello,2001
SF769740,2,Vandalism,Yes,San Francisco,216,Charles Pitts,2000
SF844656,2,Vandalism,Yes,San Francisco,848,Joseph Costello,2004
SF777218,2,Vandalism,No,San Francisco,891,Edward Denton,2002
SF899231,1,Larceny,No,San Francisco,130,David Graham,2004
SF166327,2,Vandalism,No,San Francisco,291,Roy Romero,2003
SF211528,1,Larceny,No,San Francisco,130,David Graham,2001
SF777971,1,Larceny,No,San Francisco,447,Sherell Reine,2004
SF217640,5,Assault,No,San Francisco,447,Sherell Reine,2002
SF750094,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2000
SF777971,5,Assault,Yes,San Francisco,891,Edward Denton,2000
SF878798,2,Vandalism,Yes,San Francisco,291,Roy Romero,2002
SF273910,4,Drug abuse,Yes,San Francisco,216,Charles Pitts,2002
SF959605,4,Drug abuse,Yes,San Francisco,291,Roy Romero,2000
SF560305,1,Larceny,Yes,San Francisco,891,Edward Denton,2003
SF919287,1,Larceny,No,San Francisco,140,Charles Ortega,2002
SF430911,1,Larceny,No,San Francisco,167,Adele Peters,2003
SF667346,1,Larceny,No,San Francisco,891,Edward Denton,2003
SF250366,1,Larceny,No,San Francisco,891,Edward Denton,2002
SF825530,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2001
SF307416,2,Vandalism,Yes,San Francisco,167,Adele Peters,2000
SF300319,5,Assault,Yes,San Francisco,891,Edward Denton,2000
SF673599,2,Vandalism,No,San Francisco,891,Edward Denton,2001
SF706795,1,Larceny,Yes,San Francisco,130,David Graham,2001
SF578397,1,Larceny,Yes,San Francisco,130,David Graham,2004
SF276679,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2001
SF491254,1,Larceny,Yes,San Francisco,167,Adele Peters,2002
SF482852,4,Drug abuse,No,San Francisco,848,Joseph Costello,2002
SF519117,4,Drug abuse,No,San Francisco,216,Charles Pitts,2003
SF754533,5,Assault,Yes,San Francisco,140,Charles Ortega,2000
SF356189,2,Vandalism,Yes,San Francisco,848,Joseph Costello,2001
SF348073,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
SF998123,2,Vandalism,Yes,San Francisco,140,Charles Ortega,2000
SF954230,5,Assault,Yes,San Francisco,891,Edward Denton,2002
SF886667,1,Larceny,No,San Francisco,447,Sherell Reine,2004
SF159607,1,Larceny,No,San Francisco,216,Charles Pitts,2000
SF969744,4,Drug abuse,Yes,San Francisco,216,Charles Pitts,2003
SF506514,1,Larceny,No,San Francisco,447,Sherell Reine,2004
SF970731,1,Larceny,Yes,San Francisco,216,Charles Pitts,2004
SF502479,2,Vandalism,No,San Francisco,291,Roy Romero,2003
SF502479,4,Drug abuse,No,San Francisco,891,Edward Denton,2000
SF160694,2,Vandalism,Yes,San Francisco,848,Joseph Costello,2001
SF880294,5,Assault,No,San Francisco,167,Adele Peters,2004
SF973167,5,Assault,Yes,San Francisco,216,Charles Pitts,2001
SF750079,2,Vandalism,No,San Francisco,216,Charles Pitts,2002
SF815982,1,Larceny,No,San Francisco,130,David Graham,2001
SF742136,1,Larceny,Yes,San Francisco,891,Edward Denton,2001
SF396547,4,Drug abuse,No,San Francisco,291,Roy Romero,2003
SF942227,4,Drug abuse,Yes,San Francisco,167,Adele Peters,2003
SF715237,1,Larceny,No,San Francisco,891,Edward Denton,2000
SF262542,2,Vandalism,No,San Francisco,447,Sherell Reine,2000
SF433396,2,Vandalism,Yes,San Francisco,167,Adele Peters,2002
SF455677,2,Vandalism,No,San Francisco,167,Adele Peters,2003
SF548241,5,Assault,Yes,San Francisco,167,Adele Peters,2000
SF816127,2,Vandalism,No,San Francisco,891,Edward Denton,2000
SF757980,2,Vandalism,No,San Francisco,130,David Graham,2004
SF219291,5,Assault,No,San Francisco,216,Charles Pitts,2000
SF848886,5,Assault,No,San Francisco,130,David Graham,2000
SF679938,1,Larceny,No,San Francisco,167,Adele Peters,2001
SF605650,1,Larceny,No,San Francisco,447,Sherell Reine,2000
SF507759,1,Larceny,No,San Francisco,216,Charles Pitts,2000
SF769740,2,Vandalism,No,San Francisco,291,Roy Romero,2003
SF687491,4,Drug abuse,Yes,San Francisco,216,Charles Pitts,2000
SF433396,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
SF840598,1,Larceny,Yes,San Francisco,891,Edward Denton,2003
SF288173,3,Homicide,Yes,San Francisco,140,Charles Ortega,2001
SF730786,1,Larceny,Yes,San Francisco,447,Sherell Reine,2002
SF640185,4,Drug abuse,Yes,San Francisco,447,Sherell Reine,2002
SF372555,4,Drug abuse,No,San Francisco,848,Joseph Costello,2001
SF673599,5,Assault,Yes,San Francisco,891,Edward Denton,2002
SF351165,1,Larceny,Yes,San Francisco,291,Roy Romero,2002
SF691982,4,Drug abuse,No,San Francisco,167,Adele Peters,2001
SF886737,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2000
SF338247,2,Vandalism,No,San Francisco,167,Adele Peters,2003
SF885913,1,Larceny,Yes,San Francisco,167,Adele Peters,2002
SF687491,1,Larceny,Yes,San Francisco,216,Charles Pitts,2004
SF101569,1,Larceny,No,San Francisco,167,Adele Peters,2001
SF592173,1,Larceny,No,San Francisco,848,Joseph Costello,2000
SF353050,5,Assault,Yes,San Francisco,140,Charles Ortega,2000
SF454954,1,Larceny,Yes,San Francisco,891,Edward Denton,2004
SF350431,2,Vandalism,Yes,San Francisco,130,David Graham,2003
SF840159,1,Larceny,No,San Francisco,167,Adele Peters,2001
SF122345,3,Homicide,Yes,San Francisco,848,Joseph Costello,2003
SF725950,1,Larceny,Yes,San Francisco,130,David Graham,2002
SF918364,2,Vandalism,Yes,San Francisco,891,Edward Denton,2001
SF198660,1,Larceny,No,San Francisco,167,Adele Peters,2001
SF983016,1,Larceny,Yes,San Francisco,167,Adele Peters,2000
SF143282,1,Larceny,Yes,San Francisco,848,Joseph Costello,2001
SF839785,3,Homicide,Yes,San Francisco,167,Adele Peters,2004
SF584306,3,Homicide,No,San Francisco,216,Charles Pitts,2000
SF900993,2,Vandalism,Yes,San Francisco,891,Edward Denton,2001
SF255567,3,Homicide,No,San Francisco,216,Charles Pitts,2003
SF820159,4,Drug abuse,No,San Francisco,848,Joseph Costello,2000
SF801268,1,Larceny,Yes,San Francisco,291,Roy Romero,2003
SF708114,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2004
SF607091,1,Larceny,Yes,San Francisco,130,David Graham,2000
SF318268,1,Larceny,No,San Francisco,447,Sherell Reine,2001
SF496715,1,Larceny,No,San Francisco,891,Edward Denton,2003
SF527948,4,Drug abuse,Yes,San Francisco,891,Edward Denton,2000
SF676514,1,Larceny,Yes,San Francisco,140,Charles Ortega,2003
SF521408,4,Drug abuse,Yes,San Francisco,216,Charles Pitts,2003
SF480932,4,Drug abuse,No,San Francisco,140,Charles Ortega,2000
SF489530,1,Larceny,Yes,San Francisco,447,Sherell Reine,2003
SF139762,5,Assault,Yes,San Francisco,216,Charles Pitts,2003
SF742507,5,Assault,No,San Francisco,140,Charles Ortega,2001
SF300319,1,Larceny,Yes,San Francisco,167,Adele Peters,2001
SF568581,2,Vandalism,No,San Francisco,167,Adele Peters,2001
SF834641,2,Vandalism,No,San Francisco,848,Joseph Costello,2001
SF778912,1,Larceny,No,San Francisco,291,Roy Romero,2003
SF653476,2,Vandalism,Yes,San Francisco,447,Sherell Reine,2004
SF154469,3,Homicide,Yes,San Francisco,447,Sherell Reine,2000
SF834641,1,Larceny,Yes,San Francisco,167,Adele Peters,2004
SF273093,1,Larceny,Yes,San Francisco,130,David Graham,2004
SF468622,1,Larceny,No,San Francisco,130,David Graham,2004
SF605650,1,Larceny,No,San Francisco,447,Sherell Reine,2000
SF686139,1,Larceny,No,San Francisco,291,Roy Romero,2000
SF407516,3,Homicide,No,San Francisco,447,Sherell Reine,2000
SF284632,1,Larceny,No,San Francisco,140,Charles Ortega,2002
SF640684,1,Larceny,No,San Francisco,216,Charles Pitts,2001
SF676514,5,Assault,Yes,San Francisco,848,Joseph Costello,2004
SF187493,1,Larceny,No,San Francisco,891,Edward Denton,2001
SF900429,5,Assault,Yes,San Francisco,291,Roy Romero,2002
