Case_Number,Offense_Code,Offense_Type,Arrest,Location,Officer_id,Officer_Name,Date
NY349073,2,Vandalism,Yes,New York,597,Nancy Smith,2000
NY689988,4,Drug abuse,No,New York,641,Gregory Kocher,2003
NY473759,2,Vandalism,Yes,New York,255,Rogelio Fett,2000
NY251138,2,Vandalism,No,New York,255,Rogelio Fett,2001
NY452911,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2000
NY981897,1,Larceny,No,New York,648,Julian Gibson,2002
NY517952,1,Larceny,Yes,New York,255,Rogelio Fett,2001
NY749787,2,Vandalism,No,New York,105,Mitzi Fowler,2004
NY610757,5,Assault,Yes,New York,628,Valerie Eskew,2000
NY992585,1,Larceny,No,New York,648,Julian Gibson,2001
NY610757,4,Drug abuse,No,New York,648,Julian Gibson,2004
NY576900,2,Vandalism,Yes,New York,641,Gregory Kocher,2004
NY157180,2,Vandalism,No,New York,982,Beatrice Frappier,2004
NY479291,1,Larceny,No,New York,105,Mitzi Fowler,2001
NY626459,2,Vandalism,Yes,New York,641,Gregory Kocher,2003
NY313436,1,Larceny,Yes,New York,597,Nancy Smith,2004
NY776815,5,Assault,No,New York,313,Kenneth Nance,2002
NY541837,2,Vandalism,Yes,New York,641,Gregory Kocher,2001
NY557920,1,Larceny,No,New York,982,Beatrice Frappier,2001
NY983425,2,Vandalism,Yes,New York,648,Julian Gibson,2002
NY383562,2,Vandalism,No,New York,105,Mitzi Fowler,2001
NY133447,2,Vandalism,Yes,New York,597,Nancy Smith,2001
NY371175,4,Drug abuse,No,New York,628,Valerie Eskew,2004
NY551192,1,Larceny,No,New York,597,Nancy Smith,2003
NY689730,4,Drug abuse,No,New York,255,Rogelio Fett,2001
NY438294,2,Vandalism,Yes,New York,628,Valerie Eskew,2000
NY628208,1,Larceny,No,New York,648,Julian Gibson,2000
NY171404,2,Vandalism,No,New York,597,Nancy Smith,2000
NY921278,4,Drug abuse,No,New York,313,Kenneth Nance,2001
NY942580,2,Vandalism,Yes,New York,982,Beatrice Frappier,2003
NY741844,1,Larceny,No,New York,982,Beatrice Frappier,2004
NY434936,2,Vandalism,No,New York,648,Julian Gibson,2001
NY139017,2,Vandalism,Yes,New York,982,Beatrice Frappier,2002
NY189824,2,Vandalism,No,New York,255,Rogelio Fett,2003
NY866966,2,Vandalism,Yes,New York,982,Beatrice Frappier,2001
NY570263,1,Larceny,No,New York,597,Nancy Smith,2004
NY458347,5,Assault,Yes,New York,982,Beatrice Frappier,2000
NY551192,4,Drug abuse,Yes,New York,648,Julian Gibson,2003
NY900049,4,Drug abuse,Yes,New York,648,Julian Gibson,2003
NY943018,2,Vandalism,No,New York,255,Rogelio Fett,2001
NY780667,2,Vandalism,No,New York,628,Valerie Eskew,2004
NY564651,1,Larceny,Yes,New York,982,Beatrice Frappier,2001
NY749749,2,Vandalism,No,New York,982,Beatrice Frappier,2000
NY848457,2,Vandalism,No,New York,313,Kenneth Nance,2004
NY354019,1,Larceny,No,New York,313,Kenneth Nance,2003
NY985444,3,Homicide,Yes,New York,105,Mitzi Fowler,2003
NY689187,4,Drug abuse,No,New York,597,Nancy Smith,2004
NY344591,4,Drug abuse,No,New York,105,Mitzi Fowler,2001
NY918587,2,Vandalism,No,New York,313,Kenneth Nance,2001
NY722887,2,Vandalism,No,New York,105,Mitzi Fowler,2001
NY499565,4,Drug abuse,Yes,New York,648,Julian Gibson,2000
NY173607,4,Drug abuse,Yes,New York,648,Julian Gibson,2002
NY284663,1,Larceny,Yes,New York,641,Gregory Kocher,2004
NY519817,2,Vandalism,Yes,New York,105,Mitzi Fowler,2001
NY955339,1,Larceny,No,New York,105,Mitzi Fowler,2002
NY893388,1,Larceny,Yes,New York,648,Julian Gibson,2002
NY165794,4,Drug abuse,No,New York,597,Nancy Smith,2003
NY570263,2,Vandalism,No,New York,597,Nancy Smith,2001
NY455960,2,Vandalism,Yes,New York,597,Nancy Smith,2002
NY832872,2,Vandalism,Yes,New York,313,Kenneth Nance,2004
NY310698,4,Drug abuse,Yes,New York,648,Julian Gibson,2004
NY527745,2,Vandalism,No,New York,628,Valerie Eskew,2001
NY662893,2,Vandalism,Yes,New York,982,Beatrice Frappier,2000
NY914284,2,Vandalism,Yes,New York,313,Kenneth Nance,2001
NY230026,1,Larceny,Yes,New York,648,Julian Gibson,2003
NY810279,2,Vandalism,Yes,New York,982,Beatrice Frappier,2003
NY299939,5,Assault,No,New York,105,Mitzi Fowler,2001
NY939983,4,Drug abuse,No,New York,641,Gregory Kocher,2002
NY888771,2,Vandalism,Yes,New York,628,Valerie Eskew,2002
NY374972,4,Drug abuse,Yes,New York,313,Kenneth Nance,2000
NY249394,1,Larceny,No,New York,982,Beatrice Frappier,2003
NY189111,2,Vandalism,Yes,New York,641,Gregory Kocher,2000
NY243096,4,Drug abuse,Yes,New York,641,Gregory Kocher,2003
NY573959,1,Larceny,No,New York,628,Valerie Eskew,2004
NY391246,2,Vandalism,No,New York,628,Valerie Eskew,2004
NY364820,4,Drug abuse,No,New York,641,Gregory Kocher,2001
NY779620,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2003
NY439869,2,Vandalism,Yes,New York,648,Julian Gibson,2004
NY945972,1,Larceny,No,New York,648,Julian Gibson,2000
NY837780,2,Vandalism,No,New York,648,Julian Gibson,2001
NY364820,4,Drug abuse,Yes,New York,648,Julian Gibson,2004
NY509546,2,Vandalism,Yes,New York,648,Julian Gibson,2003
NY589112,4,Drug abuse,Yes,New York,597,Nancy Smith,2004
NY670503,2,Vandalism,Yes,New York,313,Kenneth Nance,2000
NY832872,1,Larceny,Yes,New York,597,Nancy Smith,2001
NY167313,2,Vandalism,No,New York,313,Kenneth Nance,2004
NY880847,4,Drug abuse,Yes,New York,313,Kenneth Nance,2001
NY753395,2,Vandalism,No,New York,648,Julian Gibson,2003
NY887835,4,Drug abuse,No,New York,105,Mitzi Fowler,2003
NY109946,2,Vandalism,Yes,New York,313,Kenneth Nance,2000
NY564651,5,Assault,Yes,New York,597,Nancy Smith,2000
NY102921,2,Vandalism,No,New York,648,Julian Gibson,2003
NY878353,2,Vandalism,Yes,New York,641,Gregory Kocher,2002
NY126904,1,Larceny,Yes,New York,641,Gregory Kocher,2000
NY164688,2,Vandalism,Yes,New York,597,Nancy Smith,2004
NY465683,1,Larceny,Yes,New York,628,Valerie Eskew,2000
NY832872,4,Drug abuse,Yes,New York,313,Kenneth Nance,2003
NY939070,5,Assault,Yes,New York,648,Julian Gibson,2002
NY323125,2,Vandalism,No,New York,648,Julian Gibson,2000
NY245439,4,Drug abuse,Yes,New York,648,Julian Gibson,2003
NY251138,2,Vandalism,No,New York,597,Nancy Smith,2000
NY980665,2,Vandalism,Yes,New York,982,Beatrice Frappier,2002
NY310319,1,Larceny,No,New York,648,Julian Gibson,2000
NY715022,2,Vandalism,No,New York,313,Kenneth Nance,2003
NY209427,5,Assault,No,New York,982,Beatrice Frappier,2003
NY504781,4,Drug abuse,Yes,New York,597,Nancy Smith,2001
NY609010,4,Drug abuse,No,New York,313,Kenneth Nance,2003
NY681402,2,Vandalism,No,New York,255,Rogelio Fett,2001
NY322094,2,Vandalism,Yes,New York,982,Beatrice Frappier,2004
NY108592,5,Assault,No,New York,641,Gregory Kocher,2000
NY364206,5,Assault,No,New York,255,Rogelio Fett,2003
NY229473,4,Drug abuse,Yes,New York,105,Mitzi Fowler,2004
NY940270,1,Larceny,Yes,New York,648,Julian Gibson,2004
NY372821,3,Homicide,Yes,New York,255,Rogelio Fett,2003
NY494813,2,Vandalism,Yes,New York,597,Nancy Smith,2002
NY338368,2,Vandalism,No,New York,648,Julian Gibson,2001
NY749714,5,Assault,No,New York,313,Kenneth Nance,2001
NY512981,4,Drug abuse,No,New York,313,Kenneth Nance,2000
NY583644,2,Vandalism,No,New York,105,Mitzi Fowler,2003
NY854810,2,Vandalism,No,New York,105,Mitzi Fowler,2004
NY658102,1,Larceny,No,New York,597,Nancy Smith,2000
NY429226,5,Assault,No,New York,255,Rogelio Fett,2001
NY270122,2,Vandalism,No,New York,641,Gregory Kocher,2000
NY460708,4,Drug abuse,No,New York,641,Gregory Kocher,2003
NY102921,4,Drug abuse,No,New York,105,Mitzi Fowler,2000
NY391806,1,Larceny,No,New York,255,Rogelio Fett,2000
NY320713,1,Larceny,No,New York,628,Valerie Eskew,2002
NY609001,2,Vandalism,No,New York,982,Beatrice Frappier,2003
NY700126,2,Vandalism,No,New York,597,Nancy Smith,2001
NY845485,2,Vandalism,Yes,New York,628,Valerie Eskew,2003
NY521791,4,Drug abuse,No,New York,255,Rogelio Fett,2000
NY951471,1,Larceny,Yes,New York,982,Beatrice Frappier,2002
NY351392,1,Larceny,No,New York,982,Beatrice Frappier,2004
NY923608,4,Drug abuse,Yes,New York,628,Valerie Eskew,2003
NY483706,4,Drug abuse,No,New York,313,Kenneth Nance,2003
NY176080,5,Assault,No,New York,641,Gregory Kocher,2003
NY972701,1,Larceny,No,New York,641,Gregory Kocher,2004
NY774190,5,Assault,Yes,New York,982,Beatrice Frappier,2003
NY948319,2,Vandalism,Yes,New York,982,Beatrice Frappier,2000
NY557222,2,Vandalism,Yes,New York,648,Julian Gibson,2002
NY620563,2,Vandalism,No,New York,628,Valerie Eskew,2004
NY675220,1,Larceny,No,New York,641,Gregory Kocher,2004
NY338368,4,Drug abuse,No,New York,628,Valerie Eskew,2002
NY284663,2,Vandalism,No,New York,648,Julian Gibson,2000
NY362645,4,Drug abuse,No,New York,313,Kenneth Nance,2002
NY417760,2,Vandalism,Yes,New York,313,Kenneth Nance,2000
NY749787,4,Drug abuse,Yes,New York,648,Julian Gibson,2003
NY585997,4,Drug abuse,No,New York,641,Gregory Kocher,2003
NY557400,3,Homicide,Yes,New York,628,Valerie Eskew,2004
NY766825,1,Larceny,Yes,New York,597,Nancy Smith,2000
NY223396,3,Homicide,Yes,New York,628,Valerie Eskew,2003
NY781732,1,Larceny,Yes,New York,105,Mitzi Fowler,2000
NY714884,4,Drug abuse,No,New York,255,Rogelio Fett,2003
NY268106,4,Drug abuse,No,New York,597,Nancy Smith,2002
NY441963,2,Vandalism,No,New York,648,Julian Gibson,2003
NY665114,5,Assault,Yes,New York,641,Gregory Kocher,2002
NY376735,4,Drug abuse,No,New York,105,Mitzi Fowler,2000
NY975038,1,Larceny,Yes,New York,597,Nancy Smith,2003
NY109946,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2000
NY711297,1,Larceny,Yes,New York,105,Mitzi Fowler,2000
NY689988,1,Larceny,Yes,New York,628,Valerie Eskew,2001
NY750103,3,Homicide,No,New York,641,Gregory Kocher,2003
NY802607,4,Drug abuse,Yes,New York,628,Valerie Eskew,2003
NY581218,2,Vandalism,Yes,New York,105,Mitzi Fowler,2004
NY180299,2,Vandalism,Yes,New York,628,Valerie Eskew,2000
NY480463,2,Vandalism,No,New York,105,Mitzi Fowler,2000
NY749749,2,Vandalism,Yes,New York,648,Julian Gibson,2003
NY491528,2,Vandalism,Yes,New York,641,Gregory Kocher,2001
NY852937,1,Larceny,Yes,New York,597,Nancy Smith,2004
NY464650,2,Vandalism,No,New York,105,Mitzi Fowler,2003
NY242946,2,Vandalism,No,New York,628,Valerie Eskew,2004
NY499565,1,Larceny,No,New York,628,Valerie Eskew,2001
NY168131,4,Drug abuse,No,New York,641,Gregory Kocher,2003
NY401693,5,Assault,Yes,New York,597,Nancy Smith,2001
NY837087,2,Vandalism,Yes,New York,597,Nancy Smith,2003
NY438136,2,Vandalism,Yes,New York,255,Rogelio Fett,2000
NY357441,1,Larceny,Yes,New York,628,Valerie Eskew,2003
NY950388,1,Larceny,Yes,New York,628,Valerie Eskew,2003
NY801431,2,Vandalism,No,New York,313,Kenneth Nance,2000
NY560171,1,Larceny,No,New York,313,Kenneth Nance,2002
NY785102,4,Drug abuse,No,New York,648,Julian Gibson,2001
NY478604,2,Vandalism,Yes,New York,255,Rogelio Fett,2003
NY585830,1,Larceny,No,New York,641,Gregory Kocher,2001
NY622838,1,Larceny,No,New York,641,Gregory Kocher,2003
NY339339,2,Vandalism,No,New York,255,Rogelio Fett,2001
NY467439,2,Vandalism,Yes,New York,982,Beatrice Frappier,2000
NY657182,5,Assault,Yes,New York,105,Mitzi Fowler,2001
NY101250,5,Assault,No,New York,597,Nancy Smith,2001
NY808012,5,Assault,No,New York,628,Valerie Eskew,2001
NY825157,1,Larceny,Yes,New York,105,Mitzi Fowler,2004
NY967162,2,Vandalism,No,New York,641,Gregory Kocher,2001
NY995683,3,Homicide,No,New York,255,Rogelio Fett,2001
NY568670,1,Larceny,No,New York,597,Nancy Smith,2001
NY524003,2,Vandalism,Yes,New York,982,Beatrice Frappier,2001
NY632753,2,Vandalism,Yes,New York,648,Julian Gibson,2001
NY689885,2,Vandalism,Yes,New York,313,Kenneth Nance,2002
NY772735,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2000
NY695608,2,Vandalism,No,New York,105,Mitzi Fowler,2001
NY897323,5,Assault,Yes,New York,648,Julian Gibson,2000
NY220945,2,Vandalism,Yes,New York,597,Nancy Smith,2003
NY795132,2,Vandalism,Yes,New York,597,Nancy Smith,2002
NY191016,4,Drug abuse,No,New York,105,Mitzi Fowler,2001
NY242946,5,Assault,No,New York,982,Beatrice Frappier,2004
NY774566,5,Assault,Yes,New York,255,Rogelio Fett,2004
NY799011,1,Larceny,No,New York,648,Julian Gibson,2004
NY592655,2,Vandalism,No,New York,628,Valerie Eskew,2002
NY651488,1,Larceny,Yes,New York,982,Beatrice Frappier,2002
NY990665,1,Larceny,No,New York,628,Valerie Eskew,2003
NY777127,1,Larceny,Yes,New York,628,Valerie Eskew,2003
NY134572,4,Drug abuse,Yes,New York,313,Kenneth Nance,2000
NY236167,2,Vandalism,No,New York,628,Valerie Eskew,2004
NY968868,2,Vandalism,No,New York,313,Kenneth Nance,2002
NY105901,2,Vandalism,No,New York,255,Rogelio Fett,2000
NY371175,1,Larceny,No,New York,597,Nancy Smith,2004
NY180299,2,Vandalism,No,New York,628,Valerie Eskew,2000
NY763376,5,Assault,Yes,New York,648,Julian Gibson,2001
NY780889,1,Larceny,Yes,New York,641,Gregory Kocher,2001
NY942580,4,Drug abuse,No,New York,628,Valerie Eskew,2001
NY319322,2,Vandalism,No,New York,597,Nancy Smith,2001
NY270122,5,Assault,No,New York,313,Kenneth Nance,2004
NY338368,1,Larceny,No,New York,982,Beatrice Frappier,2003
NY121782,4,Drug abuse,No,New York,255,Rogelio Fett,2003
NY170266,5,Assault,Yes,New York,982,Beatrice Frappier,2002
NY843839,2,Vandalism,No,New York,641,Gregory Kocher,2004
NY438182,1,Larceny,No,New York,982,Beatrice Frappier,2001
NY229473,2,Vandalism,Yes,New York,255,Rogelio Fett,2004
NY967162,2,Vandalism,No,New York,597,Nancy Smith,2000
NY324364,1,Larceny,No,New York,641,Gregory Kocher,2002
NY356723,2,Vandalism,Yes,New York,641,Gregory Kocher,2004
NY464742,4,Drug abuse,Yes,New York,313,Kenneth Nance,2001
NY568670,1,Larceny,No,New York,648,Julian Gibson,2000
NY987264,5,Assault,Yes,New York,982,Beatrice Frappier,2003
NY630726,2,Vandalism,Yes,New York,648,Julian Gibson,2001
NY345068,2,Vandalism,Yes,New York,597,Nancy Smith,2003
NY451195,2,Vandalism,No,New York,628,Valerie Eskew,2000
NY420424,4,Drug abuse,No,New York,641,Gregory Kocher,2004
NY783250,4,Drug abuse,No,New York,105,Mitzi Fowler,2001
NY887100,5,Assault,No,New York,648,Julian Gibson,2002
NY702982,4,Drug abuse,No,New York,641,Gregory Kocher,2004
NY734750,2,Vandalism,No,New York,313,Kenneth Nance,2004
NY212925,2,Vandalism,Yes,New York,313,Kenneth Nance,2002
NY180299,4,Drug abuse,Yes,New York,105,Mitzi Fowler,2003
NY391572,2,Vandalism,Yes,New York,628,Valerie Eskew,2000
NY924202,3,Homicide,Yes,New York,255,Rogelio Fett,2004
NY403488,3,Homicide,Yes,New York,628,Valerie Eskew,2001
NY372821,2,Vandalism,Yes,New York,648,Julian Gibson,2002
NY362876,3,Homicide,No,New York,105,Mitzi Fowler,2003
NY224856,1,Larceny,Yes,New York,628,Valerie Eskew,2003
NY682132,3,Homicide,Yes,New York,597,Nancy Smith,2002
NY695831,4,Drug abuse,No,New York,105,Mitzi Fowler,2003
NY227874,3,Homicide,No,New York,982,Beatrice Frappier,2002
NY837973,2,Vandalism,No,New York,628,Valerie Eskew,2003
NY972276,2,Vandalism,No,New York,648,Julian Gibson,2002
NY550649,2,Vandalism,No,New York,255,Rogelio Fett,2000
NY464742,2,Vandalism,Yes,New York,648,Julian Gibson,2000
NY822540,4,Drug abuse,No,New York,597,Nancy Smith,2002
NY818476,2,Vandalism,No,New York,982,Beatrice Frappier,2000
NY562513,2,Vandalism,Yes,New York,982,Beatrice Frappier,2002
NY176623,2,Vandalism,Yes,New York,628,Valerie Eskew,2003
NY567924,2,Vandalism,Yes,New York,255,Rogelio Fett,2001
NY790373,5,Assault,No,New York,105,Mitzi Fowler,2001
NY249579,1,Larceny,Yes,New York,641,Gregory Kocher,2003
NY180323,1,Larceny,No,New York,313,Kenneth Nance,2003
NY562464,1,Larceny,No,New York,628,Valerie Eskew,2004
NY220945,5,Assault,Yes,New York,313,Kenneth Nance,2003
NY981897,4,Drug abuse,Yes,New York,105,Mitzi Fowler,2004
NY620699,2,Vandalism,No,New York,313,Kenneth Nance,2000
NY390337,1,Larceny,Yes,New York,982,Beatrice Frappier,2001
NY181914,2,Vandalism,Yes,New York,313,Kenneth Nance,2001
NY517743,2,Vandalism,No,New York,982,Beatrice Frappier,2001
NY961655,2,Vandalism,Yes,New York,982,Beatrice Frappier,2004
NY945972,1,Larceny,No,New York,628,Valerie Eskew,2001
NY149271,2,Vandalism,Yes,New York,597,Nancy Smith,2003
NY121782,2,Vandalism,Yes,New York,648,Julian Gibson,2000
NY180713,4,Drug abuse,No,New York,313,Kenneth Nance,2004
NY505890,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2002
NY940270,1,Larceny,No,New York,597,Nancy Smith,2000
NY528751,4,Drug abuse,No,New York,105,Mitzi Fowler,2001
NY224856,5,Assault,Yes,New York,105,Mitzi Fowler,2000
NY939070,5,Assault,No,New York,255,Rogelio Fett,2000
NY321068,1,Larceny,No,New York,982,Beatrice Frappier,2000
NY464742,2,Vandalism,Yes,New York,105,Mitzi Fowler,2004
NY984032,2,Vandalism,No,New York,597,Nancy Smith,2000
NY121880,4,Drug abuse,No,New York,628,Valerie Eskew,2002
NY479158,2,Vandalism,No,New York,255,Rogelio Fett,2001
NY422937,5,Assault,No,New York,105,Mitzi Fowler,2000
NY328095,2,Vandalism,Yes,New York,641,Gregory Kocher,2000
NY376735,2,Vandalism,No,New York,641,Gregory Kocher,2003
NY862973,2,Vandalism,Yes,New York,255,Rogelio Fett,2003
NY438136,1,Larceny,No,New York,648,Julian Gibson,2001
NY893691,5,Assault,Yes,New York,105,Mitzi Fowler,2001
NY295908,2,Vandalism,Yes,New York,648,Julian Gibson,2004
NY682132,2,Vandalism,Yes,New York,313,Kenneth Nance,2002
NY199318,2,Vandalism,No,New York,641,Gregory Kocher,2001
NY485452,4,Drug abuse,No,New York,648,Julian Gibson,2001
NY571223,4,Drug abuse,No,New York,648,Julian Gibson,2002
NY845485,2,Vandalism,Yes,New York,313,Kenneth Nance,2001
NY640165,5,Assault,No,New York,982,Beatrice Frappier,2000
NY643219,4,Drug abuse,No,New York,105,Mitzi Fowler,2000
NY452911,1,Larceny,No,New York,105,Mitzi Fowler,2000
NY451394,3,Homicide,No,New York,105,Mitzi Fowler,2004
NY669354,4,Drug abuse,No,New York,628,Valerie Eskew,2004
NY567924,4,Drug abuse,Yes,New York,982,Beatrice Frappier,2001
NY204116,4,Drug abuse,Yes,New York,641,Gregory Kocher,2004
NY837725,1,Larceny,No,New York,105,Mitzi Fowler,2002
NY233582,1,Larceny,Yes,New York,313,Kenneth Nance,2004
NY204116,4,Drug abuse,No,New York,628,Valerie Eskew,2002
NY772735,4,Drug abuse,No,New York,255,Rogelio Fett,2003
NY597026,1,Larceny,No,New York,648,Julian Gibson,2000
NY984032,1,Larceny,No,New York,648,Julian Gibson,2000
NY583644,4,Drug abuse,No,New York,982,Beatrice Frappier,2000
NY387832,2,Vandalism,Yes,New York,105,Mitzi Fowler,2002
NY981897,2,Vandalism,No,New York,648,Julian Gibson,2002
NY406571,4,Drug abuse,No,New York,982,Beatrice Frappier,2000
NY322106,2,Vandalism,Yes,New York,105,Mitzi Fowler,2003
NY970653,2,Vandalism,No,New York,597,Nancy Smith,2004
NY131738,4,Drug abuse,No,New York,982,Beatrice Frappier,2004
NY772042,1,Larceny,Yes,New York,641,Gregory Kocher,2001
NY860517,1,Larceny,No,New York,597,Nancy Smith,2001
NY484883,2,Vandalism,Yes,New York,628,Valerie Eskew,2002
NY388825,2,Vandalism,Yes,New York,597,Nancy Smith,2000
NY118985,2,Vandalism,Yes,New York,628,Valerie Eskew,2000
NY258528,5,Assault,No,New York,982,Beatrice Frappier,2004
NY795132,4,Drug abuse,No,New York,648,Julian Gibson,2003
NY629963,2,Vandalism,Yes,New York,641,Gregory Kocher,2000
NY829140,2,Vandalism,No,New York,648,Julian Gibson,2002
NY134572,5,Assault,No,New York,255,Rogelio Fett,2001
NY295908,5,Assault,Yes,New York,628,Valerie Eskew,2003
NY451394,4,Drug abuse,No,New York,641,Gregory Kocher,2000
NY900049,4,Drug abuse,Yes,New York,628,Valerie Eskew,2002
NY720348,4,Drug abuse,No,New York,105,Mitzi Fowler,2003
NY786033,5,Assault,Yes,New York,982,Beatrice Frappier,2001
NY147873,2,Vandalism,Yes,New York,255,Rogelio Fett,2000
NY585830,2,Vandalism,Yes,New York,105,Mitzi Fowler,2000
NY474587,5,Assault,Yes,New York,255,Rogelio Fett,2003
NY391246,2,Vandalism,No,New York,641,Gregory Kocher,2000
NY345068,2,Vandalism,No,New York,313,Kenneth Nance,2002
NY922214,2,Vandalism,No,New York,313,Kenneth Nance,2000
NY391246,2,Vandalism,No,New York,313,Kenneth Nance,2001
NY220945,2,Vandalism,Yes,New York,255,Rogelio Fett,2004
NY774257,3,Homicide,No,New York,982,Beatrice Frappier,2001
NY133447,2,Vandalism,Yes,New York,313,Kenneth Nance,2004
NY883213,2,Vandalism,No,New York,597,Nancy Smith,2002
NY965642,3,Homicide,Yes,New York,597,Nancy Smith,2000
NY230953,1,Larceny,No,New York,628,Valerie Eskew,2002
NY513399,5,Assault,Yes,New York,597,Nancy Smith,2000
NY594743,4,Drug abuse,Yes,New York,313,Kenneth Nance,2003
NY205580,2,Vandalism,Yes,New York,982,Beatrice Frappier,2004
NY447365,4,Drug abuse,No,New York,982,Beatrice Frappier,2003
NY759501,2,Vandalism,Yes,New York,255,Rogelio Fett,2001
NY221579,1,Larceny,Yes,New York,105,Mitzi Fowler,2001
NY453042,2,Vandalism,No,New York,982,Beatrice Frappier,2004
NY896477,5,Assault,No,New York,313,Kenneth Nance,2002
NY818045,2,Vandalism,No,New York,628,Valerie Eskew,2001
NY460685,1,Larceny,Yes,New York,597,Nancy Smith,2001
NY298449,2,Vandalism,Yes,New York,641,Gregory Kocher,2003
NY527745,4,Drug abuse,Yes,New York,255,Rogelio Fett,2003
NY913259,2,Vandalism,Yes,New York,313,Kenneth Nance,2001
NY951161,4,Drug abuse,Yes,New York,105,Mitzi Fowler,2003
NY267220,1,Larceny,Yes,New York,648,Julian Gibson,2003
NY770399,1,Larceny,No,New York,628,Valerie Eskew,2001
NY914308,2,Vandalism,No,New York,313,Kenneth Nance,2004
NY681402,3,Homicide,No,New York,641,Gregory Kocher,2004
NY411792,2,Vandalism,No,New York,641,Gregory Kocher,2003
NY837087,2,Vandalism,No,New York,648,Julian Gibson,2002
NY564129,1,Larceny,No,New York,105,Mitzi Fowler,2002
NY714914,5,Assault,Yes,New York,628,Valerie Eskew,2002
NY845536,3,Homicide,No,New York,628,Valerie Eskew,2004
NY230664,2,Vandalism,No,New York,313,Kenneth Nance,2003
NY968868,1,Larceny,Yes,New York,255,Rogelio Fett,2003
